route_id,service_id,trip_id,trip_headsign,direction_id,direction,block_id,shape_id,wheelchair_accessible,branch_letter,boarding_type
270,6,1131539,Express / Hwy 36-Rice P&R / Minneapolis,1,WB,156706,770270004,1,,0
345,2,1131543,Airport / Mall of America,1,WB,156214,770345002,1,,0
270,6,1131545,Express / Hwy 36-Rice P&R / Minneapolis,1,WB,156706,770270004,1,,0
72,2,1131550,Selby-Burns / University & Hamline,1,WB,156387,770072003,1,,0
80,2,1131551,White Bear / Sun ray,1,SB,156391,770080001,1,,0
10,1,1131552,Central / Via Osborne / Northtown,0,NB,159938,770010015,1,N,0
65,3,1131553,Dale & Grand,1,SB,156385,770065002,1,,0
546,1,1131556,Valley West / Norm Village / Norm Coll,1,WB,156229,770546001,1,,0
65,3,1131557,Dale St / Rosedale,0,NB,156318,770065001,1,,0
75,1,1131558,Dtwn St Paul / Wabasha / Via Stryker,0,NB,156382,770075004,1,,0
5,2,1131561,Fremont Av / Brklyn Ctr / Transit Ctr,0,NB,161451,770005003,1,M,0
4,2,1131562,Johnson St / Silver Lk Vlg / Via Penn,0,NB,161182,770004005,1,B,0
65,2,1131563,Dale & Grand,1,SB,156348,770065002,1,,0
72,3,1131564,Selby-Burns / University & Hamline,1,WB,156588,770072003,1,,0
716,3,1131566,Douglas Dr / Winnetka Av / Robbinsdale,1,SB,156064,770716001,1,,0
725,3,1131570,85 Ave / Starlite Ctr / Osseo,1,WB,156176,770725002,1,,0
17,1,1131571,MTKA Blvd / 24St-Uptown / Central-26Av,0,EB,160549,770017003,1,W,0
83,1,1131572,Lexington Pkwy / Montreal Ave,1,SB,156204,770083002,1,,0
724,2,1131573,Brklyn Ctr / Transit Ctr,1,SB,156710,770724003,1,,0
4,1,1131574,Johnson St / Silver Lk Vlg / Via Penn,0,NB,156192,770004007,1,B,0
54,2,1131575,Ltd Stop / Mall Amer / Via Airport,1,WB,156215,770054008,1,,0
65,1,1131576,Dale & Grand,1,SB,156610,770065002,1,,0
805,1,1131577,Riverdale / Coon Rapids / Northtown,1,SB,156606,770805001,1,,0
725,3,1131581,85 Ave / Starlite Ctr / Osseo,1,WB,156176,770725002,1,,0
223,2,1131583,Maplewood Mall,0,EB,156397,770223002,1,,0
65,2,1131588,Dale St / Rosedale,0,NB,156348,770065001,1,,0
17,3,1131589,MTKA Blvd / 24St-Uptown / Central-26Av,0,EB,160538,770017003,1,W,0
323,2,1131594,LondinLn / WoodwindsHosp / WoodburyVilla,0,EB,156111,770323001,1,,0
219,2,1131595,Maplewood Mall,0,NB,156225,770219002,1,,0
83,2,1131596,Lexington Pkwy / Rosedale,0,NB,155985,770083001,1,,0
724,1,1131597,Brklyn Ctr / Transit Ctr,1,SB,156321,770724003,1,,0
537,1,1131599,Norm Coll / Valley West,1,SB,156252,770537002,1,,0
805,1,1131600,Riverdale / Coon Rapids / Northtown,1,SB,156606,770805001,1,,0
65,3,1131601,Dale & Grand,1,SB,156318,770065002,1,,0
724,2,1131603,Brklyn Ctr / Transit Ctr,1,SB,156710,770724003,1,,0
4,3,1131604,Lyndale Av / Knox - American,1,SB,161693,770004008,1,L,0
4,1,1131605,Lyndale Av / Knox - American,1,SB,160493,770004001,1,L,0
534,1,1131608,Lyndale / American Blvd / Norm Coll,1,WB,156331,770534001,1,,0
219,1,1131609,Maplewood Mall,0,NB,155926,770219002,1,,0
546,1,1131613,Valley West / Norm Village / Norm Coll,1,WB,156280,770546001,1,,0
87,1,1131615,Rosedale / Cleveland Ave / U of M,0,NB,155960,770087001,1,,0
4,3,1131617,Johnson St / Silver Lk Vlg / Via Penn,0,NB,156278,770004005,1,B,0
4,2,1131619,Lyndale-Penn / Knox - American,1,SB,160384,770004009,1,P,0
724,1,1131620,Starlite Ctr,0,NB,156154,770724001,1,,0
54,3,1131621,Ltd Stop / Dtwn St Paul / Via Airport,0,EB,161199,770054003,1,,0
54,2,1131622,Ltd Stop / Dtwn St Paul / Via Airport,0,EB,156439,770054003,1,,0
72,1,1131623,Selby-Burns / University & Hamline,1,WB,156532,770072003,1,,0
4,3,1131626,Lyndale-Penn / Knox - American,1,SB,156279,770004009,1,P,0
219,1,1131627,Sun Ray,1,SB,156061,770219001,1,,0
54,1,1131632,Ltd Stop / Dtwn St Paul / Via Airport,0,EB,156603,770054004,1,,0
5,1,1131633,Fremont Av / Brklyn Ctr / Transit Ctr,0,NB,161654,770005003,1,M,0
65,1,1131635,Dale St / Rosedale,0,NB,156628,770065001,1,,0
17,1,1131636,MTKA Blvd / 24St-Uptown / Central-26Av,0,EB,160047,770017003,1,W,0
5,1,1131637,Fremont Av / Brklyn Ctr / Transit Ctr,0,NB,161281,770005003,1,M,0
538,3,1131638,Southtown / 86St / Mall America,0,EB,155993,770538002,1,,0
323,1,1131639,Woodwinds Hosp / Londin Ln / Sun Ray TC,1,WB,156437,770323002,1,,0
